Dataset,R2_Train,MAE_Train,RMSE_Train,MAPE_Train,R2_Test,MAE_Test,RMSE_Test,MAPE_Test,TrainTest_Split_Seed
2018,0.9919889491841499,0.11689999247305428,0.1535005898707095,0.447196999620147,0.8873282767061755,0.42249680561576675,0.5706728688456902,1.6173918976757822,3263635452
2021,0.9848074549793854,0.127790873240287,0.16748229494253664,0.45905163094231,0.8487019733726565,0.4106845471948559,0.546459238437022,1.4742725863696127,2680844044
